wavelength (microns),Re_eps,Im_eps
0.563384,1.4594,5.99993e-07
0.563043,1.45942,5.8431e-07
0.562704,1.45943,5.68845e-07
0.562364,1.45944,5.53597e-07
0.562025,1.45946,5.38566e-07
0.561687,1.45947,5.23751e-07
0.561349,1.45948,5.09151e-07
0.561011,1.45949,4.94766e-07
0.560673,1.45951,4.80597e-07
0.560337,1.45952,4.66641e-07
0.56,1.45953,4.529e-07
0.559664,1.45955,4.39371e-07
0.559328,1.45956,4.26056e-07
0.558993,1.45957,4.12954e-07
0.558658,1.45959,4.00063e-07
0.558323,1.4596,3.87384e-07
0.557989,1.45961,3.74916e-07
0.557656,1.45963,3.6266e-07
0.557322,1.45964,3.50613e-07
0.556989,1.45965,3.38777e-07
0.556657,1.45967,3.2715e-07
0.556325,1.45968,3.15732e-07
0.555993,1.45969,3.04523e-07
0.555662,1.45971,2.93522e-07
0.555331,1.45972,2.8273e-07
0.555,1.45973,2.72144e-07
0.55467,1.45974,2.61766e-07
0.55434,1.45976,2.51595e-07
0.554011,1.45977,2.4163e-07
0.553682,1.45978,2.31871e-07
0.553353,1.4598,2.22317e-07
0.553025,1.45981,2.12968e-07
0.552697,1.45982,2.03825e-07
0.55237,1.45984,1.94885e-07
0.552043,1.45985,1.8615e-07
0.551716,1.45986,1.77618e-07
0.55139,1.45988,1.69289e-07
0.551064,1.45989,1.61163e-07
0.550738,1.4599,1.5324e-07
0.550413,1.45992,1.45519e-07
0.550088,1.45993,1.37999e-07
0.549764,1.45994,1.30681e-07
0.54944,1.45996,1.23564e-07
0.549117,1.45997,1.16647e-07
0.548793,1.45998,1.09931e-07
0.548471,1.46,1.03414e-07
0.548148,1.46001,9.7097e-08
0.547826,1.46002,9.09792e-08
0.547504,1.46004,8.50602e-08
0.547183,1.46005,7.93396e-08
0.546862,1.46006,7.38172e-08
0.546542,1.46008,6.84925e-08
0.546221,1.46009,6.33653e-08
0.546074,1.4601,6.10685e-08
0.545902,1.4601,5.84351e-08
0.545582,1.46012,5.37016e-08
0.545263,1.46013,4.91646e-08
0.544944,1.46014,4.48236e-08
0.544626,1.46016,4.06784e-08
0.544308,1.46017,3.67285e-08
0.543991,1.46018,3.29737e-08
0.543673,1.4602,2.94137e-08
0.543357,1.46021,2.6048e-08
0.54304,1.46022,2.28764e-08
0.542724,1.46024,1.98986e-08
0.542408,1.46025,1.71142e-08
0.542093,1.46026,1.4523e-08
0.541778,1.46028,1.21245e-08
0.541463,1.46029,9.91851e-09
0.541149,1.4603,7.90471e-09
0.540835,1.46032,6.08277e-09
0.540522,1.46033,4.45238e-09
0.540209,1.46035,3.01324e-09
0.539896,1.46036,1.76504e-09
0.539583,1.46037,7.07479e-10
0.539271,1.46039,-1.59746e-10
0.53896,1.4604,-8.36934e-10
0.538648,1.46041,-1.32438e-09
0.538337,1.46043,-1.62239e-09
0.538027,1.46044,-1.73124e-09
0.537716,1.46045,-1.65123e-09
0.537406,1.46047,-1.38265e-09
0.537097,1.46048,-9.25797e-10
0.536788,1.46049,-2.80945e-10
0.536479,1.46051,5.51619e-10
0.53617,1.46052,1.57161e-09
0.535862,1.46053,2.77875e-09
0.535554,1.46055,4.17276e-09
0.535247,1.46056,5.75336e-09
0.53494,1.46057,7.52028e-09
0.534633,1.46059,9.47324e-09
0.534327,1.4606,1.1612e-08
0.534021,1.46062,1.39362e-08
0.533715,1.46063,1.64457e-08
0.53341,1.46064,1.91401e-08
0.533105,1.46066,2.20193e-08
0.5328,1.46067,2.50829e-08
0.532496,1.46068,2.83307e-08
0.532192,1.4607,3.17624e-08
0.531888,1.46071,3.53777e-08
0.531585,1.46072,3.91765e-08
0.531282,1.46074,4.31584e-08
0.530979,1.46075,4.73233e-08
0.530677,1.46077,5.16707e-08
0.530375,1.46078,5.62006e-08
0.530074,1.46079,6.09127e-08
0.529773,1.46081,6.58067e-08
0.529472,1.46082,7.08823e-08
0.529171,1.46083,7.61394e-08
0.528871,1.46085,8.15777e-08
0.528571,1.46086,8.71969e-08
0.528272,1.46087,9.29968e-08
0.527973,1.46089,9.89772e-08
0.527674,1.4609,1.05138e-07
0.527376,1.46092,1.11479e-07
0.527077,1.46093,1.17999e-07
0.52678,1.46094,1.24699e-07
0.526482,1.46096,1.31578e-07
0.526185,1.46097,1.38637e-07
0.525888,1.46098,1.45874e-07
0.525592,1.461,1.5329e-07
0.525296,1.46101,1.60885e-07
0.525,1.46103,1.68657e-07
0.524705,1.46104,1.76608e-07
0.524409,1.46105,1.84736e-07
0.524115,1.46107,1.93042e-07
0.52382,1.46108,2.01526e-07
0.523526,1.46109,2.10186e-07
0.523232,1.46111,2.19024e-07
0.522939,1.46112,2.28038e-07
0.522646,1.46114,2.37229e-07
0.522353,1.46115,2.46596e-07
0.52206,1.46116,2.56139e-07
0.521768,1.46118,2.65859e-07
0.521477,1.46119,2.75753e-07
0.521185,1.46121,2.85824e-07
0.520894,1.46122,2.9607e-07
0.520603,1.46123,3.0649e-07
0.520313,1.46125,3.17086e-07
0.520022,1.46126,3.27857e-07
0.519732,1.46127,3.38802e-07
0.519443,1.46129,3.49922e-07
0.519154,1.4613,3.61215e-07
0.518865,1.46132,3.72683e-07
0.518576,1.46133,3.84325e-07
0.518288,1.46134,3.9614e-07
0.518,1.46136,4.08128e-07
0.517712,1.46137,4.2029e-07
0.517425,1.46139,4.32625e-07
0.517138,1.4614,4.45133e-07
0.516851,1.46141,4.57814e-07
0.516565,1.46143,4.70667e-07
0.516279,1.46144,4.83693e-07
0.515993,1.46146,4.9689e-07
0.515708,1.46147,5.1026e-07
0.515423,1.46148,5.23802e-07
0.515138,1.4615,5.37516e-07
0.514854,1.46151,5.51401e-07
0.51457,1.46153,5.65457e-07
0.514286,1.46154,5.79685e-07
0.514002,1.46155,5.94084e-07
0.513719,1.46157,6.08653e-07
0.513436,1.46158,6.23394e-07
0.513154,1.4616,6.38305e-07
0.512871,1.46161,6.53386e-07
0.512589,1.46162,6.68638e-07
0.512308,1.46164,6.8406e-07
0.512026,1.46165,6.99652e-07
0.511745,1.46167,7.15414e-07
0.511465,1.46168,7.31345e-07
0.511184,1.46169,7.47446e-07
0.510904,1.46171,7.63717e-07
0.510624,1.46172,7.80156e-07
0.510345,1.46174,7.96765e-07
0.510066,1.46175,8.13543e-07
0.509787,1.46177,8.30489e-07
0.509508,1.46178,8.47604e-07
0.50923,1.46179,8.64888e-07
0.508952,1.46181,8.8234e-07
0.508674,1.46182,8.99961e-07
0.508582,1.46183,9.0586e-07
0.508397,1.46184,9.17749e-07
0.50812,1.46185,9.35706e-07
0.507843,1.46186,9.5383e-07
0.507567,1.46188,9.72123e-07
0.507291,1.46189,9.90583e-07
0.507015,1.46191,1.00921e-06
0.506739,1.46192,1.028e-06
0.506464,1.46194,1.04697e-06
0.506189,1.46195,1.0661e-06
0.505914,1.46196,1.08539e-06
0.50564,1.46198,1.10486e-06
0.505366,1.46199,1.12449e-06
0.505092,1.46201,1.14428e-06
0.504819,1.46202,1.16424e-06
0.504545,1.46204,1.18437e-06
0.504273,1.46205,1.20467e-06
