wavelength (microns),Re_eps,Im_eps
0.507015,2.13642,2.95074e-06
0.506739,2.13646,3.00572e-06
0.506464,2.1365,3.0612e-06
0.506189,2.13655,3.11716e-06
0.505914,2.13659,3.17361e-06
0.50564,2.13663,3.23055e-06
0.505366,2.13667,3.28798e-06
0.505092,2.13672,3.3459e-06
0.504819,2.13676,3.4043e-06
0.504545,2.1368,3.46319e-06
0.504273,2.13684,3.52258e-06
0.504,2.13689,3.58244e-06
0.503728,2.13693,3.6428e-06
0.503456,2.13697,3.70364e-06
0.503184,2.13701,3.76497e-06
0.502913,2.13706,3.82678e-06
0.502642,2.1371,3.88908e-06
0.502371,2.13714,3.95186e-06
0.5021,2.13719,4.01513e-06
0.50183,2.13723,4.07889e-06
0.50156,2.13727,4.14313e-06
0.50129,2.13731,4.20785e-06
0.501021,2.13736,4.27306e-06
0.500752,2.1374,4.33875e-06
0.500483,2.13744,4.40492e-06
0.500215,2.13749,4.47158e-06
0.499946,2.13753,4.53872e-06
0.499678,2.13757,4.60634e-06
0.499411,2.13762,4.67445e-06
0.499143,2.13766,4.74304e-06
0.498876,2.1377,4.81211e-06
0.49861,2.13775,4.88166e-06
0.498343,2.13779,4.95169e-06
0.498077,2.13783,5.0222e-06
0.497811,2.13788,5.0932e-06
0.497545,2.13792,5.16468e-06
0.49728,2.13796,5.23663e-06
0.497015,2.13801,5.30907e-06
0.49675,2.13805,5.38198e-06
0.496486,2.1381,5.45538e-06
0.496221,2.13814,5.52926e-06
0.495957,2.13818,5.60361e-06
0.495694,2.13823,5.67845e-06
0.49543,2.13827,5.75376e-06
0.495167,2.13831,5.82955e-06
0.494904,2.13836,5.90583e-06
0.494642,2.1384,5.98258e-06
0.49438,2.13845,6.0598e-06
0.494118,2.13849,6.13751e-06
0.493856,2.13854,6.2157e-06
0.493594,2.13858,6.29436e-06
0.493333,2.13862,6.3735e-06
0.493072,2.13867,6.45312e-06
0.492812,2.13871,6.53321e-06
0.492552,2.13876,6.61378e-06
0.492291,2.1388,6.69483e-06
0.492032,2.13885,6.77636e-06
0.491772,2.13889,6.85836e-06
0.491513,2.13893,6.94084e-06
0.491254,2.13898,7.02379e-06
0.490995,2.13902,7.10722e-06
0.490737,2.13907,7.19113e-06
0.490479,2.13911,7.27551e-06
0.490221,2.13916,7.36037e-06
0.489963,2.1392,7.44571e-06
0.489706,2.13925,7.53152e-06
0.489449,2.13929,7.6178e-06
0.489192,2.13934,7.70457e-06
0.488936,2.13938,7.7918e-06
0.488679,2.13943,7.87951e-06
0.488423,2.13947,7.9677e-06
0.488168,2.13952,8.05636e-06
0.487912,2.13956,8.1455e-06
0.487657,2.13961,8.23511e-06
0.487402,2.13965,8.32519e-06
0.487147,2.1397,8.41575e-06
0.486893,2.13974,8.50679e-06
0.486639,2.13979,8.5983e-06
0.486385,2.13984,8.69028e-06
0.486133,2.13988,8.78215e-06
0.486131,2.13988,8.78274e-06
0.485878,2.13993,8.87567e-06
0.485625,2.13997,8.96907e-06
0.485372,2.14002,9.06295e-06
0.48512,2.14006,9.15731e-06
0.484867,2.14011,9.25213e-06
0.484615,2.14015,9.34743e-06
0.484364,2.1402,9.44321e-06
0.484112,2.14025,9.53946e-06
0.483861,2.14029,9.63618e-06
0.48361,2.14034,9.73337e-06
0.483359,2.14038,9.83104e-06
0.483109,2.14043,9.92919e-06
0.482859,2.14048,1.00278e-05
0.482609,2.14052,1.01269e-05
0.482359,2.14057,1.02265e-05
0.48211,2.14061,1.03265e-05
0.48186,2.14066,1.0427e-05
0.481612,2.14071,1.0528e-05
0.481363,2.14075,1.06294e-05
0.481115,2.1408,1.07314e-05
0.480866,2.14085,1.08338e-05
0.480619,2.14089,1.09366e-05
0.480371,2.14094,1.104e-05
0.480124,2.14099,1.11438e-05
0.479876,2.14103,1.12481e-05
0.47963,2.14108,1.13529e-05
0.479383,2.14113,1.14581e-05
0.479137,2.14117,1.15638e-05
0.478891,2.14122,1.167e-05
0.478645,2.14127,1.17767e-05
0.478399,2.14131,1.18838e-05
0.478154,2.14136,1.19914e-05
0.477909,2.14141,1.20995e-05
0.477664,2.14145,1.22081e-05
0.477419,2.1415,1.23171e-05
0.477175,2.14155,1.24266e-05
0.476931,2.14159,1.25366e-05
0.476687,2.14164,1.2647e-05
0.476444,2.14169,1.27579e-05
0.4762,2.14174,1.28693e-05
0.475957,2.14178,1.29812e-05
0.475714,2.14183,1.30935e-05
0.475472,2.14188,1.32064e-05
0.475229,2.14193,1.33196e-05
0.474987,2.14197,1.34334e-05
0.474745,2.14202,1.35476e-05
0.474504,2.14207,1.36624e-05
0.474262,2.14212,1.37775e-05
0.474021,2.14216,1.38932e-05
0.47378,2.14221,1.40093e-05
0.47354,2.14226,1.41259e-05
0.473299,2.14231,1.4243e-05
0.473059,2.14235,1.43606e-05
0.472819,2.1424,1.44786e-05
0.47258,2.14245,1.45971e-05
0.47234,2.1425,1.47161e-05
0.472101,2.14255,1.48356e-05
0.471862,2.14259,1.49555e-05
0.471624,2.14264,1.50759e-05
0.471385,2.14269,1.51968e-05
0.471147,2.14274,1.53181e-05
0.470909,2.14279,1.544e-05
0.470671,2.14284,1.55623e-05
0.470434,2.14288,1.5685e-05
0.470197,2.14293,1.58083e-05
0.46996,2.14298,1.5932e-05
0.469723,2.14303,1.60562e-05
0.469486,2.14308,1.61809e-05
0.46925,2.14313,1.63061e-05
0.469014,2.14317,1.64317e-05
0.468778,2.14322,1.65578e-05
0.468543,2.14327,1.66844e-05
0.468307,2.14332,1.68115e-05
0.468072,2.14337,1.6939e-05
0.467837,2.14342,1.70671e-05
0.467816,2.14342,1.70788e-05
0.467603,2.14347,1.71956e-05
0.467368,2.14352,1.73245e-05
0.467134,2.14357,1.7454e-05
0.4669,2.14361,1.75839e-05
0.466667,2.14366,1.77143e-05
0.466433,2.14371,1.78452e-05
0.4662,2.14376,1.79766e-05
0.465967,2.14381,1.81084e-05
0.465734,2.14386,1.82407e-05
0.465502,2.14391,1.83735e-05
0.465269,2.14396,1.85068e-05
0.465037,2.14401,1.86405e-05
0.464806,2.14406,1.87748e-05
0.464574,2.14411,1.89095e-05
0.464343,2.14416,1.90447e-05
0.464111,2.14421,1.91804e-05
0.463881,2.14426,1.93165e-05
0.46365,2.14431,1.94531e-05
0.463419,2.14436,1.95903e-05
0.463189,2.14441,1.97278e-05
0.462959,2.14446,1.98659e-05
0.46273,2.14451,2.00045e-05
0.4625,2.14456,2.01435e-05
0.462271,2.14461,2.0283e-05
0.462042,2.14466,2.0423e-05
0.461813,2.14471,2.05635e-05
0.461584,2.14476,2.07045e-05
0.461356,2.14481,2.08459e-05
0.461128,2.14486,2.09878e-05
0.4609,2.14491,2.11302e-05
0.460672,2.14496,2.12731e-05
0.460444,2.14501,2.14165e-05
0.460217,2.14506,2.15604e-05
0.45999,2.14511,2.17047e-05
0.459763,2.14516,2.18495e-05
0.459537,2.14521,2.19948e-05
0.45931,2.14526,2.21406e-05
0.459084,2.14531,2.22869e-05
0.458858,2.14536,2.24337e-05
0.458633,2.14541,2.25809e-05
0.458407,2.14546,2.27286e-05
0.458182,2.14551,2.28768e-05
0.457957,2.14557,2.30255e-05
0.457732,2.14562,2.31747e-05
0.457507,2.14567,2.33244e-05
0.457283,2.14572,2.34746e-05
0.457059,2.14577,2.36252e-05
0.456835,2.14582,2.37764e-05
0.456611,2.14587,2.3928e-05
0.456388,2.14592,2.40801e-05
0.456164,2.14597,2.42327e-05
0.455941,2.14603,2.43858e-05
0.455718,2.14608,2.45393e-05
0.455496,2.14613,2.46934e-05
0.455273,2.14618,2.4848e-05
0.455051,2.14623,2.5003e-05
0.454829,2.14628,2.51585e-05
0.454608,2.14634,2.53146e-05
0.454386,2.14639,2.54711e-05
0.454165,2.14644,2.56281e-05
0.453944,2.14649,2.57856e-05
0.453723,2.14654,2.59435e-05
0.453502,2.14659,2.6102e-05
0.453281,2.14665,2.6261e-05
0.453061,2.1467,2.64205e-05
